Date and Time, Tick, Current Task, n0, fs, fft
11/21/2014 12:01:49 PM, 635521681092304250, 9, 41.81075, 33646.73, 2883.189, 3653.066, 3107.047, 3091.776, 2839.159, 5144.22, 3432.629, 4800.972, 8297.614, 5188.349, 2137.209, 312.9814, 594.7415, 241.0164, 4360.856, 4061.653, 2142.867, 1632.824, 2082.994, 219.6496, 1062.711, 322.5572, 900.3331, 701.7549, 939.5123, 480.8119, 803.9884, 977.9451, 720.2656, 1372.655, 495.1648, 455.9113, 664.5321, 870.9565, 702.2881, 673.8653, 545.4816, 721.0342, 368.5202, 644.7722, 243.077, 301.0033, 432.8736, 404.0405, 129.0401, 295.6192, 405.7799, 247.7371, 239.6807, 464.3798, 553.8203, 1185.604, 802.2103, 883.5524, 445.0596, 177.8605, 1015.562, 644.3278, 644.3353, 575.9905, 1387.734, 724.2981, 256.0109, 497.6719, 256.0109, 724.2981, 1387.734, 575.9905, 644.3353, 644.3278, 1015.562, 177.8605, 445.0596, 883.5524, 802.2103, 1185.604, 553.8203, 464.3798, 239.6807, 247.7371, 405.7799, 295.6192, 129.0401, 404.0405, 432.8736, 301.0033, 243.077, 644.7722, 368.5202, 721.0342, 545.4816, 673.8653, 702.2881, 870.9565, 664.5321, 455.9113, 495.1648, 1372.655, 720.2656, 977.9451, 803.9884, 480.8119, 939.5123, 701.7549, 900.3331, 322.5572, 1062.711, 219.6496, 2082.994, 1632.824, 2142.867, 4061.653, 4360.856, 241.0164, 594.7415, 312.9814, 2137.209, 5188.349, 8297.614, 4800.972, 3432.629, 5144.22, 2839.159, 3091.776, 3107.047, 3653.066, 2883.189
11/21/2014 12:01:52 PM, 635521681123155728, 17, 80.3735, 51104.22, 22868.57, 16079.6, 6653.605, 2273.402, 5378.774, 4500.04, 2245.013, 2140.917, 3465.216, 2843.482, 955.949, 1087.03, 2297.255, 3265.916, 1700.091, 6859.744, 7081.038, 4344.561, 1950.806, 839.5334, 2057.091, 866.5012, 2892.657, 3340.835, 3679.689, 901.6954, 2141.953, 1854.984, 1217.968, 3037.97, 3802.863, 1708.518, 2116.119, 3020.891, 1486.018, 889.4472, 1463.298, 2087.222, 587.2687, 868.1333, 1860.491, 2523.208, 1795.317, 1189.244, 1310.364, 1539.777, 1203.397, 944.7736, 1043.779, 289.2576, 1178.106, 506.6916, 150.2618, 466.1563, 386.6253, 1126.787, 981.3495, 104.2697, 798.2137, 686.5816, 290.7289, 267.4482, 713.3217, 724.8773, 1106.301, 1179.308, 570.0168, 407.0775, 469.0366, 706.3421, 920.2933, 814.033, 1059.323, 935.0212, 494.3448, 461.8884, 637.5388, 830.3322, 667.7448, 605.6716, 539.8731, 232.237, 384.3368, 265.1025, 170.2465, 396.8743, 477.6634, 403.7557, 410.3679, 326.7604, 345.6417, 238.2908, 270.3258, 370.0663, 163.7864, 519.9973, 868.8896, 673.6162, 562.2007, 501.3002, 293.1708, 661.567, 517.2339, 570.4038, 456.8987, 282.8368, 592.504, 1088.563, 643.2735, 932.8812, 343.8274, 936.4584, 1174.489, 36.65492, 316.0137, 442.6383, 654.5024, 65.61172, 721.3182, 587.9701, 395.8893, 944.049, 558.7519, 405.1699, 479.919, 531.6019, 880.0012, 556.2869, 523.5701, 1026.667, 990.8143, 1366.478, 932.8912, 172.7815, 748.0345, 138.6444, 315.1813, 1335.071, 978.0287, 370.2567, 170.3521, 1030.822, 1222.364, 257.72, 64.4073, 447.2473, 735.6982, 204.0288, 1106.217, 79.16654, 482.5904, 450.2447, 215.1113, 119.4353, 557.4758, 375.8114, 344.2648, 274.031, 674.6603, 1143.279, 204.7884, 398.4099, 825.8249, 690.5504, 571.6445, 313.2404, 967.4565, 1223.664, 476.7371, 518.7891, 800.2858, 713.1683, 116.8885, 576.2525, 951.3258, 517.7177, 203.7014, 490.6661, 622.3035, 941.0424, 573.9827, 598.8618, 402.5245, 599.4646, 639.2142, 535.2402, 473.7457, 984.5901, 370.0161, 762.8073, 458.7344, 1092.958, 1352.696, 750.6273, 875.7265, 1076.552, 1199.759, 1213.757, 1538.686, 541.6495, 1338.851, 328.7187, 822.0288, 1329.571, 900.3628, 1193.62, 1332.89, 1463.153, 1513.326, 299.8298, 814.7741, 977.7263, 351.6286, 780.6223, 1383.159, 1888.869, 1480.708, 393.072, 666.3035, 1815.793, 2114.444, 1277.11, 3176.779, 4759.137, 2116.648, 2008.859, 2496.24, 1267.847, 3280.673, 3772.148, 2818.13, 2648.425, 2165.041, 3278.425, 1734.109, 2594.444, 3670.409, 2771.02, 1151.135, 3727.898, 7539.616, 4615.01, 870.5909, 1620.872, 3095.132, 1297.282, 2183.836, 2258.104, 2148.928, 3832.53, 3816.059, 2696.262, 4994.57, 14746.87, 20306.53
